Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
30015060,30,30015,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Del Recuerdo,Coronel Pedro Espino Nº 115,,E3200DWC,345,421 7347,,,-314.016.000,-580.173.000,Localización precisa,,DNPyM,Privada,,2017
30015060,30,30015,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Municipal De Artes Visuales,"Urquiza 638, Planta Alta",,E3200AGJ,345,422 8588,museoavcdia@yahoo.com,,-313.971.000,-580.178.000,Localización precisa,,DNPyM,Municipal,1952,2017
30015060,30,30015,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Antropología Y Ciencias Naturales De Concordia,B. Rivadavia 456 Esq. Carriego,,E3200BDF,345,421 3149,,,-314.012.960,-580.132.250,Localización precisa,,DNPyM,Mixta,2001,2017
30015060,30,30015,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Regional Municipal Palacio Arruabarrena,Entre Ríos 952,,E3200ACF,345,421 1883,museoregionalarrua@hotmail.com,,-313.913.000,-580.175.000,Localización precisa,,DNPyM,Municipal,1984,2017
30084070,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Crespo,Museo Municipal Del Centenario,San Arnoldo Jassen Entre Tucumán y Córdoba. Bº San José,,E3116ADI,,,,,-320.370.770,-603.107.470,Localización precisa,,DNPyM,Municipal,,2017
30021080,30,30021,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Diamante,Museo Municipal Regional De Diamante,Pedro Serrano 425,,E3105DZI,343,498 1024,culturadte@hotmail.com,,-320.718.460,-606.372.090,Localización precisa,,DNPyM,Municipal,1999,2017
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,,E3206BSB,,,,,-309.865.880,-579.180.310,Localización precisa,,DNPyM,,,2017
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,,E3206APR,3456,481 586,,,-309.909.570,-579.170.850,Localización precisa,,DNPyM,Privada,,2017
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,,3206,3456,481 035,,,-309.965.930,-579.296.150,Localización precisa,,DNPyM,,,2017
30088010,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,,,345,490 138,museoregionalgralcampos@yahoo.com.ar,,-315.335.100,-584.005.700,Localización precisa,,DNPyM,,,2017
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,,,E2840BUC,,,,,-331.503.290,-593.104.690,Localización precisa,,DNPyM,,,2017
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,,2840,3444,424 110,,,-331.509.590,-593.150.280,Localización precisa,,DNPyM,,,2017
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,,2840,3444,481 068,,,-331.509.590,-593.150.280,Localización precisa,,DNPyM,,,2017
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,,E2840DTF,3444,424 105 INT. 22,museoambrosetti@yahoo.com,,-331.435.700,-593.129.950,Localización precisa,,DNPyM,Municipal,,2017
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,,E2822FED,3446,427 287,,,-330.096.000,-585.094.000,Localización precisa,,DNPyM,Privada,1898,2017
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,,E2820FOH,3446,437 028,derudi7@hotmail.com,,-330.036.000,-585.262.000,Localización precisa,,DNPyM,Municipal,1986,2017
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,,E2820AER,3446,426 357,museoagricolasrg@yahoo.com.ar,,-330.124.000,-586.067.000,Localización precisa,,DNPyM,Privada,2003,2017
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,,E2822DZK,3446,437 034,parqueestacion@hotmail.com,,-330.176.000,-585.198.000,Localización precisa,,DNPyM,Municipal,2007,2017
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,,E2820EKC,3446,437 036,azoteadelapalma@yahoo.com.ar,,-330.070.000,-585.121.000,Localización precisa,,DNPyM,Municipal,1987,2017
30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,,E3190DNK,3437,424 635,,,-307.411.270,-596.435.460,Localización precisa,,DNPyM,Municipal,1997,2017
30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,,E3190AAB,3437,421 265,,,-307.379.600,-596.455.140,Localización precisa,,DNPyM,Municipal,1972,2017
30021150,30,30021,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,,E3103XAF,343,491 0082,,,-320.790.600,-604.638.540,Localización precisa,,DNPyM,Municipal,2000,2017
30077070,30,30077,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de mayo 0687,,E3150AFI,3435,423 169,,,-324.022.570,-597.878.300,Localización precisa,,DNPyM,Municipal,1987,2017
30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),,E3100XAD,,,,,-318.281.700,-605.182.650,Localización precisa,,DNPyM,Municipal,,2017
30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,,E3100XAD,343,434 0229,,,-318.281.700,-605.182.650,Localización precisa,,DNPyM,Privada,1986,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,,E3100EOA,343,422 9871,,,-317.144.550,-605.416.780,Localización precisa,,DNPyM,,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,,E3100BQF,343,421 1884,,,-317.294.000,-605.307.000,Localización precisa,,DNPyM,,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,,E3100ACA,343,421 8253,,,-317.325.740,-605.285.630,Localización precisa,,DNPyM,Municipal,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,,E3100FFC,343,420 8891,,,-317.366.000,-605.170.000,Localización precisa,,DNPyM,Provincial,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,,E3100IDH,343,420 2240,,,-317.459.600,-605.287.070,Localización precisa,,DNPyM,Nacional,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,,E3100FWB,343,420 8894,museoserrano@hotmail.com,,-317.274.000,-605.284.000,Localización precisa,,DNPyM,Provincial,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,,E3100BQF,343,420 7869,museohistorico@gmail.com,,-317.413.000,-605.115.000,Localización precisa,,DNPyM,Provincial,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,,E3100BQG,43,311527,prensabellasartes@yahoo.com.ar,,-317.276.000,-605.300.000,Localización precisa,,DNPyM,Provincial,1981,2017
30091100,30,30091,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,,E3174BLE,,,,,-323.014.860,-591.378.960,Localización precisa,,DNPyM,Municipal,1965,2017
30008090,30,30008,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,,E3283DHM,3447,470 088,museohistorico@ciudad.com.ar,,-322.019.700,-582.244.860,Localización precisa,,DNPyM,Municipal,1957,2017
30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,,3218,,,,,-316.279.600,-585.041.000,Localización precisa,,DNPyM,,,2017
30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,,3218,345,491 0035,,,-316.239.990,-585.071.670,Localización precisa,,DNPyM,Municipal,2008,2017
30084270,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,,E3109AWC,343,492 0011,museo@vialedigital.com.ar,,-318.738.650,-600.099.230,Localización precisa,,DNPyM,,,2017
30113070,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,,E3246BAA,3455,492 191,,,-319.851.200,-589.629.700,Localización precisa,,DNPyM,Municipal,1985,2017
30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,,E3240DNK,3455,424 222,,,-318.678.720,-590.290.800,Localización precisa,,DNPyM,Municipal,1982,2017
30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,,E3240BTR,,,,,-318.699.370,-590.273.120,Localización precisa,,DNPyM,Municipal,2008,2017
30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,,3260,3442,424210,,,-324.877.760,-582.320.830,Localización precisa,,Gobierno de la Provincia,,,2017
30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,,3260,3442,441602,juanjorossi@argentina.com,,-324.877.760,-582.320.830,Localización precisa,,Gobierno de la Provincia,,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,,3100,343,4207901,casaculturaentrerios@yahoo.com.ar,,-317.373.000,-605.317.000,Localización precisa,,Gobierno de la Provincia,,,2017
30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,,3100,343,4030283,info@eduardosegura.com.ar,,-317.391.000,-605.259.000,Localización precisa,,Gobierno de la Provincia,,,2017
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,,3600,,,,,-261.753.240,-581.972.890,Localización precisa,,DNPyM,,,2017
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,,3600,,,,,-261.808.130,-582.014.770,Localización precisa,,DNPyM,,,2017
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,,P3600AXN,,,,,-261.818.340,-581.650.250,Localización precisa,,DNPyM,Provincial,1963,2017
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,,3600,,,,,-261.992.950,-582.077.210,Localización precisa,,DNPyM,Provincial,2008,2017
34049020,34,34049,,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,,3613,,,direccionde patrimonio@formosa.gov.ar,,-251.328.260,-582.458.790,Localización precisa,,DNPyM,Provincial,,2017
34056040,34,34056,,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",,3606,3717,461 007,,,-257.332.030,-591.075.400,Localización precisa,,DNPyM,Municipal,1987,2017
34021060,34,34021,,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,,,3525,,,,,-266.222.920,-586.704.180,Localización precisa,,DNPyM,,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,,Y4600XAU,388,15 4047 509,,,-241.826.000,-652.730.000,Localización precisa,,DNPyM,Privada,2000,2017
38035040,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",,Y4514BOR,3886,430 913,,,-237.744.770,-647.654.500,Localización precisa,,DNPyM,Municipal,2007,2017
38014040,38,38014,,Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,,Y4603CHB,,,,,-243.848.740,-652.676.970,Localización precisa,,DNPyM,,,2017
38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,,Y4622XAK,,,,,-220.809.150,-659.970.050,Localización precisa,,DNPyM,Provincial,1983,2017
38094020,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",,Y4626XAI,388,495 5204,,,-234.336.130,-653.537.340,Localización precisa,,DNPyM,Municipal,,2017
38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,,Y4624XAH,11,59142134,,,-236.105.920,-654.089.160,Localización precisa,,DNPyM,,,2017
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,,Y4630BNC,388,422 8993,,,-232.046.550,-653.497.990,Localización precisa,,DNPyM,Privada,,2017
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,,Y4630BCI,388,15 4173 549,,,-232.069.360,-653.483.660,Localización precisa,,DNPyM,Privada,,2017
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,,Y4630BCP,3887,421 375,,,-232.055.050,-653.523.160,Localización precisa,,DNPyM,Municipal,,2017
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,,Y4630DNF,3887,421 066,,,-232.025.890,-653.469.170,Localización precisa,,DNPyM,Privada,1940,2017
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,,Y4630BCP,3887,421 375,,,-238.646.880,-654.721.780,Localización precisa,,DNPyM,Municipal,1988,2017
38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,,Y4650CMB,3885,423 039,,,-221.035.370,-655.977.410,Localización precisa,,DNPyM,Municipal,,2017
38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,,Y4650CYN,388,423 423,,,-221.089.330,-655.959.210,Localización precisa,,DNPyM,Privada,,2017
38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador General San Martin,Museo David Rhys,25 de mayo 99,,E3103XAF,343,491 8000 INT 1460 / 1462,geociencia@uapar.edu,,-320.757.170,-604.631.750,Localización precisa,,DNPyM,Privada,1909,2017
38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador Gral. San Martín,Centro De Visitantes Ledesma,"Reconquista 442, Barrio Ledesma",,Y4512GCB,3886,429 439,,,-238.317.450,-647.895.360,Localización precisa,,DNPyM,Privada,2008,2017
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,"Museo Histórico, Arqueológico Y De Arte Pablo Baldwin",Miguel F. Aráoz Esq. 9 de Julio,,Y4500EZJ,,,,,-242.352.570,-648.656.670,Localización precisa,,DNPyM,,,2017
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Histórico Regional Fray José María Bottaro,9 de julio 0134,,B2930HZD,3329,427 677,musehistoricosanpedro@yahoo.com.ar,,-336.756.010,-596.616.000,Localización precisa,,DNPyM,Privada,1982,2017
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Cacique Bonifacio Maidana,Av. 25 de Mayo y San Martín,,3352,3751,470 222,,,-266.223.370,-541.146.820,Localización precisa,,DNPyM,Municipal,1987,2017
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Casa Museo Fernando García Curten,Mitre 1574,,B2930ABP,3329,427 352,,,-336.834.210,-596.697.560,Localización precisa,,DNPyM,Mixta,1993,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Casa Macedonio Graz,Lamadrid Esq. Güemes,,Y4600EDA,388,431 0405,,,-241.831.010,-653.070.420,Localización precisa,,DNPyM,,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Bellas Artes Jorge Mendoza,Av. Urquiza 410,,Y4600AQD,388,422 0149,,,-241.832.450,-652.986.920,Localización precisa,,DNPyM,Municipal,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo En Maquetas Tupac Amaru,Alvear 1152,,Y4600AJP,,,,,-241.844.130,-653.090.440,Localización precisa,,DNPyM,,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Ciencias Naturales Carlos Darwin - Colegio Nacional Nº1 Teodoro Sánchez De Bustamante,Gorriti 353,,Y4600DXG,388,423 3599,,,-241.844.730,-652.989.380,Localización precisa,,DNPyM,Provincial,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Catedral,Sarmiento Esq. Belgrano,,Y4600DYF,388,422 6569,,,-241.852.250,-653.001.540,Localización precisa,,DNPyM,Privada,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Culturarte,San Martín Esq. Sarmiento,,Y4600ADJ,388,424 9539,,,-241.864.190,-653.000.740,Localización precisa,,DNPyM,,,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Policial,Belgrano 493,,Y4600ABG,388,423 7764,,,-241.852.000,-653.001.000,Localización precisa,,DNPyM,Provincial,1994,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Arte Sacro San Francisco,Belgrano 677,,Y4600ABK,388,423 3434,,,-241.851.580,-653.021.110,Localización precisa,,DNPyM,Privada,2000,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Provincial,Lavalle 256,,Y4600EAF,388,422 1355,,,-241.859.000,-653.028.000,Localización precisa,,DNPyM,Provincial,1943,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Arqueológico Provincial,Lavalle 434,,Y4600EAJ,388,431 0693,,,-241.837.000,-653.030.000,Localización precisa,,DNPyM,Provincial,1994,2017
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,"Museo De Geología, Mineralogía Y Paleontología",Av. Bolivia 1661,,Y4600GNE,388,422 1593 INT 218,,,-241.790.000,-653.431.000,Localización precisa,,DNPyM,Nacional,2000,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Ojito De Agua,Jujuy 558,,Y4624APL,388,15 5812 490,,,-235.778.960,-653.940.280,Localización precisa,,DNPyM,,,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Ermitas Tilcareñas,Rivadavia S/N,,Y4624AYL,388,423 4386,,,-235.809.890,-653.978.610,Localización precisa,,DNPyM,,,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Pucará,"Pucara S/N (A 1 Km de Tilcara, en la Margen Izquierda del Río Grande)",,Y4624BIA,388,495 5006,,,-235.809.890,-653.978.610,Localización precisa,,DNPyM,Nacional,,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Medardo Pantoja,Alberro 560,,Y4624ADL,,,,,-235.809.890,-653.978.610,Localización precisa,,DNPyM,Privada,1977,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Bellas Artesfundación Hugo Irureta,Belgrano y Bolívar,,Y4624AFH,388,495 5124,,,-235.769.560,-653.946.730,Localización precisa,,DNPyM,Privada,,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Regional De Pintura José Antonio Terry,Rivadavia 352,,Y4624AYH,388,495 5005,,,-235.769.740,-653.930.490,Localización precisa,,DNPyM,Nacional,1966,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Arqueológico Dr. Eduardo Casanova,Belgrano 445,,Y4624AFI,388,495 5006,,,-235.768.110,-653.953.680,Localización precisa,,DNPyM,Nacional,1968,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Escultura Ernesto Soto Avendaño,Belgrano 577,,Y4624AFK,388,495 5354,,,-235.772.150,-653.935.090,Localización precisa,,DNPyM,Provincial,1974,2017
38098040,38,38098,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tumbaya,Museo Cecilio Bustamante,"Coronel Quintana, Esq. Buenos Aires S/N",,4618,388,499 6015,,,-238.646.880,-654.721.780,Localización precisa,,DNPyM,Privada,2005,2017
38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Familiar Dora Arancibia,Mariano Arancibia S/N,,Y4626XAD,,,,,-233.188.300,-653.486.660,Localización precisa,,DNPyM,,,2017
38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Takashi Takahashi,Cátulo Aparicio S/N,,Y4626XAD,388,423 0901,,,-233.188.300,-653.486.660,Localización precisa,,DNPyM,,,2017
38112080,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi,Casa Hacienda Del Marquesado De Tojo,Av. Marqués Campero S/N,,4651,3887,491 138,,,-221.360.210,-654.654.890,Localización precisa,,DNPyM,Municipal,,2017
38112090,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi Chico,Museo Mama Antonia - Tata Portal,Comunidad Aborigen Yavi Chico,,Y4651XAG,,,,,-220.958.680,-654.671.080,Localización precisa,,DNPyM,,2008,2017
38007020,38,38007,,Espacios de Exhibición Patrimonial,,Jujuy,Abra Pampa,Arqueológico Leopoldo Aban,Sarmiento 450,,,,,,,-227.222.680,-656.934.830,Localización precisa,,Gobierno de la Provincia de Jujuy,Municipal,,2017
38094050,38,38094,,Espacios de Exhibición Patrimonial,,Jujuy,Tilcara,De Esculturas Alfredo Yacuzzi,Ambrosetti Entre Debenedetti y Castañeda,,,,,,,-235.809.890,-653.978.610,Localización precisa,,Gobierno de la Provincia de Jujuy,Privado,,2017
38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,De Antigales,,,,3887,491138,,,-221.360.210,-654.654.890,Localización precisa,,Gobierno de la Provincia de Jujuy,,,2017
38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,Casa De Hacienda De Yavi Del Marquesado De Toso,,,,,,,,-221.360.210,-654.654.890,Localización precisa,,Gobierno de la Provincia de Jujuy,Provincial y Municipal,,2017
42070010,42,42070,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alpachiri,Museo Histórico Municipal De Alpachiri,Ceballos s/n - Estación de Ferrocarril-,,L6309AEA,2953,497 102,,,-373.781.750,-637.739.050,Localización precisa,,DNPyM,Municipal,,2017
42133020,42,42133,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alta Italia,Museo Histórico Municipal,Aristóbulo del Valle 351,,L6207AEG,2302,491 168,,,-353.336.150,-641.192.720,Localización precisa,,DNPyM,Municipal,2005,2017
42147010,42,42147,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Arata,Museo Histórico De Arata,Libertad 250,,L6385AGF,2335,498 052,museoarata@hotmail.com,,-356.374.470,-643.557.670,Localización precisa,,DNPyM,Municipal,2005,2017
42077020,42,42077,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martín S/N,,L8204AFB,2925,499 222,,,-379.043.480,-637.451.110,Localización precisa,,DNPyM,Privada,1968,2017
42098010,42,42098,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Histórico Familiar Orgales,Sobre Ruta Nº 105,,6319,2338,496 012,,,-364.778.830,-653.429.260,Localización precisa,,DNPyM,Privada,,2017
